source,reference,translation
"Oxalá agora alguma pessoa, habitante do fogo do inferno, levantasse aqui na nossa multidão","Temone ko'yr Anhanga ratá pora, abá amõ opu'ama iké îandé re'yîpemo","Oiméne ko'ágã oiméne peteĩ yvypóra, oikóva infiérnope, opu'ã ko'ápe nhande py'ápe."
"De manhã, cuidando de sua comida",Ko'ẽme gûemi'urama resé onhemosaînana,"Pyhareve, onhangarekóva hembi'urãre"
Que o mates para mim diante do pajé ruim,T'ereîuká ixébe paîé-aíba supé,Nde rejuka haguã che rehehápe yvyra vai renondépe
sangradouro de rio,y-mombukaba,ysyry rembe'ýpe
"O que bebe somente na medida, que acontece?","Oîá nhote kagûarape, marã?",¿Mba'épa oikóta umi okaru'ỹre?
licor de mangaba,mangaby,mba'yrumýi ryguasu
"E, pois, como há isto de ser?",marã-te-p'iã-ne?,Ha mba'éicha piko ko mba'e?
"por dois meses [lit, duas luas]",mokõî îasy,"Mokõi jasy [lit, mokõi jasy]"
Hei de mexer hoje as igaçabas,T'aîpobu kori ygasaba,Ha'e va'erã ko'ágã ajeropu'aka va'erã umi mba'yrumýi.
Mas acreditais realmente em Deus?,Perobîar-y-tepe aé Tupã?,"Péro, ¿rejerovia anhetepa Nhandejárare?"
Folgo muito em ouvi-lo,Asendu-potakatu,Avy'aiterei ahendúvo
"o que fia , fiandeira",pobandara,"Mba 'épa he 'i , che kunhakarai"
Como disse Nosso Senhor para o que esbofeteou seu rosto?,Marã e'ipe Îandé Îara og obá petekarûera supé?,Mba'éichapa he'i ore Jára upe ojopy va'ekue nde rova rehe?
"Nossa comida, a que é de cada dia, dá hoje para nós",Oré remi'u 'ara îabi'õndûara eîme'eng kori orébe,"Ore tembi'u, opa ára guarãva, ome'ẽ nhandéve ko'ágã"
o que foi pão,miapepûera,mba'épa pe pan
Todos vieram?,Opápe turi?,Opavave ou?
"A seu próprio pedido, na cruz o pregaram","Cruz resé i moîari, i îeruresabo é","Ha'e ojerureháicha, ha'ekuéra ojukákuri chupe kurusúre."
coisa mirrada ou muito seca,tining-atã,mba'e ho'áva térã ho'áva
Quem desobedece àquele?,Abápe aîpoba'e oîmomaran?,¿Mávapa nainheʼẽrendúi chupe?
"Ergueu-se com as feridas de suas mãos, de seus pés e de seu flanco?","O pó, o py, o yké kutukagûera bépe erimba'e ogûeropu'am?","Ha'e opu'ã nde pópe, nde pype ha nde kyre'ỹre?"
Desvirginaste alguma menina?,Ereîmombukype kunhataĩ amõ?,¿Renhembopochy vaʼekue peteĩ mitãkunháme?
Veio um grande chefe,Oú tubixá-katu,Oguahê peteî mburuvicha guasu
tão logo indo ele,osóbo bé,ohóvo ohóvo
Machuco-lhe a cabeça,Aî'apirungá,Aheja'óta inhakã.
"Que lancemos fora nossa maldade, não acreditando nos pajés, em danças e rodopios","T'oroîtyk oré poxy, paîé rerobîare'yma, moraseîa, mbyryryma","Nhamohenhói haguã nhande mba'e vai, ani haguã jajerovia yvyra, jeroky ha nhembosarái"
Ali também estando os que guardaram sua alma em sua virtude,A'epe bé ogûekokatu pupé o 'anga nongatusarûera oína,Upépe oĩ avei umi onhangarekóva imarangatúpe.
Para onde a multidão numerosíssima levou Nosso Senhor?,Mamõpe erimba'e te'yî-katupabẽ Îandé Îara rerasóû?,¿Moõpa oho raka'e ore Ruvicha guasu?
Detestando-os mais que tudo o que se deve detestar neste mundo,Seroŷrõmo opakatu ikó 'ara pupé seroŷrõmbyra sosé,Ovy'avéva ichupekuéra opaite mba'égui ko yvy ape ári.
"jorro d'água, ITORORÓ, bica d'água",y-tororoma,"ysyry, ysyry, ysyry"
"Cura-se algumas vezes, segundo os desígnios de Deus para a gente","Opûerab amõnyme, Tupã asé rerekokuapaba rupi é","Onhemonguera sapy'ánte, Nhandejára oipotágui nhandéve guarã"
Aqueles serão consolados,A'eba'e i moapysykypyramo sekóûne,Ha'ekuéra onhangarekóta
Eu fedo,Xe ryapûanusu,Ajerovia
Eu estava pendente,Xe apy'am,Ha'e va'ekue pendente
Acalmei-me,Aîukatu,Che py'aguapy
A gente vê aquela coisa branca e sua redondeza também,"- Akó morotinga, i amandaba bé asé osepîak",Jahecháta upe mba'e morotĩ ha ijerére avei
"Com eles não se misturando, não querendo, igualmente, seu modo de ser","Sesé onhemonane'yma, oîabé sekó potare'yma","Ha'e kuéra ndive ndojokóiva, ndohasáiva avei mba'éichapa oiko."
"Pranteai logo vossa miséria, estai a vos lastimar","Taûîé pe poreaûsubagûama rapirõmo, peîemoangekoaíb peína","Peheja pya'e pende angaipa, pende angaipa hína."
Vôo como este vento,Abebé kó ybytu îá,Ajere ko yvytu ramo
calos já duros,mbyru'apûera,mba'e ipya'éva
Eu estou molhado,Xe akym,Che huguy
Piorei muito de meu grande mal,Aîerekoaibeté xe angaîpá-katu suí,Che py'a vaieterei che py'a vaietégui
"Vela bem por mim, mandando que não me façam cair","Ema'enãngatu xe ri, xe mbo'are'ym-uká","Pya'e porã che rehe, he'ívo ani haguã chemboguejy"
Eu enviuvei,Xe mene'õ,Che viúda
pequeno como isto,nãmo-nhõta'ub,michĩvéva kóicha
Abortei meu filho,Xe membyrakyrar,Aguerohory che ra'y
Hei de ir para cumprir essas palavras,T'asó aîpó nhe'enga mopó,Amomba'e va'erã ko'ã nhe'ẽ
Não se hão de esvanecer nem um pouco minhas palavras acerca daqueles futuros fatos,N'i rambûé-mirĩî xûé aîpó tekorama resé xe nhe'engane,Ndaiporimo'ãi mba'eve umi mba'e oikótava ko'ã mba'ére.
"Tu me alegras muito, narrando assim os fatos","Xe moory-katu îepé, inã tekó mombegûabo",Revy'aite che py'aite guive renhe'ẽnguévo ko'ã mba'e
Mas os guardiães da gente são os anjos?,Asé rarõanamo-tepe karaibebé rekóû?,Péro nhande rapicha rerekua hína umi ánhel?
Ali ficai enquanto eu não vos informar acerca de vossa futura volta,Ebapó ta peîkó pe îebyragûama resé ixé nde momorandube'yma pukuî,Epyta upépe amombe'úvo ndéve ne retãme rejuhuha
resto do tronco de árvore que fica na terra após o seu corte,ypypûera,yvyra ra'ỹi opytáva yvy ape ári onhembogue rire
São muitas as grandes igaçabas,Setá nhẽ ygasabusu,Heta mba'e ijyvatevéva
Eu retomei o bom senso,Xe tekokuabar,Ambohasa jey py'aguapýpe
A gente se batiza muitas vezes?,Setápe asé nhemongaraíbi?,¿Mba'éicha rupípa jajevautisa?
Eu sou muito longevo,Xe rekosûé-katu,Che mombyryeterei
Hei de cobrir-te,T'oropyk,Ambohasa va'erã nde rehe
"Por isso mesmo, tendo saudades um do outro, ficam tristes","Nd'e'i te'e oîoepîaka'upa, o karukasyramo","Upévare, ojepy'apyeterei ojuehe."
Faço que não o vejo,N'asepîake'ym-a'ubi,Che ndahecha mo'ãi chupe
Eu sou muito manhoso em palavras,Xe nhe'ẽpokarugûá-katu,Che anhe'ẽ vaieterei nhe'ẽ rehe
Mas livra-nos tu das coisas más,Oré pysyrõ-te îepé mba'e-aíba suí,Nde katu ore renohẽ mba'e vaietégui
Então matarei alguns,A'ereme amõ aîukáne,"Upéicharõ, ajuka va'erã"
"Eu estou chagado, eu tenho muitas chagas",Xe îá-xe îaó,"Che anhembyasy, heta che anhembyasy"
Levamo-los uns atrás dos outros,Oroerokûaka'ar,Rogueraha ojuehe
meu padrinho,xe rerokarûera,che ruvicha guasu
Mas sua vida é muito má,Sekó-te i poxyeté,Péro nde rekove ivaieterei
"Ah, quem me dera o tivesse matado!",Aîukámo mã!,¡Ajépa ajapose vaʼerã kuri chupe!
Aqui vêm para nos castigar!,Ké turi îandé nupãmo!,Ha'ekuéra ou orembohory haguã!
Lanço palavras contra ele,Aîtyk nhe'enga sesé,Ahai nhe'ẽ hese
homem liberal,abá-ekoate'yme'yma,kuimba'e liberal
"A terra também, então, agitando-se, tremendo","Yby abé a'ereme onhemonguébo, oryryîane","Ko yvy ha'e avei, ko'ágã, onhemondýi, onhemondýi,"
"Eu sou mediano, eu não sou grande nem pequeno",Xe boîá,"Che ha'e mbytépe, ndaha'éi tuicha térã michĩ."
Finjo que vou,Asó-asó-a'ub,Ajapórõ anheha'ã
indo eu voando,gûymaenhẽ gûixóbo,ohóva che oveve
"ao longo do caminho, todo o caminho",pé pukuî,"tape pukukue, tape pukukue"
Ensinando tu a ti mesmo,Eîembo'ebo,Nde rekombo'e ndejehe
"Eis que esta roupa será, adequadamente, de feriado",Ikó aoba niã aûîé-katutenhẽ Tupãnemendarama,"Ko'ã ao ha'éta, onhemomba'eguasuvéva, ára pytu'u."
não há de ser,aani-xûé ipóne,ndojapóiva
"Guarda-te, hoje, de ter guerra comigo",Eteumẽ kori marana rerekóbo xe resé,Enhangareko ko'ágã nde rehe che ndive nhorairôgui
O que tolera o que quer trabalhar nos feriados,Aretéreme i porabyky-potaryba'e mborypara,Mba'e ogueroviáva mba'e omba'aposeva'erã pytu'uha árape
"a unhada de fulano, a marca das unhas de fulano",ahẽ pûapẽ-mbora,"Kuimba'e rapykuehoha, kuimba'e rapykuehoha"
Que queimem em teu fogo,T'okaî nde ratá pupé,Ohesapéva nde tatápe
Que há aqui semelhante a um canindé azul?,Mba'epe ké kanindé-oby îasûara?,Mba'épa oĩ ko'ápe ojoguava caninde azul-pe?
Não o amo ainda,Nd'a'éî saûsupa ranhẽ,Ndaha'éi che rayhúva gueteri
fazendo estar bem minha alma!,xe 'anga moingó-katûabo!,ha che ánga onhenhangarekóvo!
Ainda bem que o faz correr consigo!,Iîamuru senonhana!,¡Avy'aite rejapóramo nde rehe!
Arranquei as penas de sua asa,Aîpepó-'ok,Aheja'o ipyti'a ipyti'a
"Levaram-no, com suas ataduras, para Pilatos, o governador",Pilatos ybyrarerekoara supé i popûasaba resebé serasóû,Upéi ogueraha hikuái Jesúspe ijao reheve mburuvicha guasu Pilator rendápe.
muitos meninos,kunumĩ-etá,heta mitãkuimba'e
Como o nosso perdão aos que nos tratam mal,Oré rerekomemûãsara supé oré nhyrõ îabé,Mba'éichapa nhaporoperdona nhande rapichakuérape
Ele comeu demais aquela coisa,O'u-eté-eté ahẽ mba'e,Ha'e ho'u hetaiterei mba'e.
"Não tendes ouvidos, como de costume, confundindo esta aldeia","Na pe apysáî, îandu, ikó taba apamonana","Nderehendúi, jepiveguáicha, nhambotavývo ko táva"
Tenho vida boa,Tekó-katu arekó,Aguereko tekove porã
Como um galo te deitas,Gûyrasapukaîa îabé ereîetu'u,Nde renhotỹ vaicha
Como se eu fosse lá,A'epe xe só îaramẽ,Aime haguéicha upépe
A cobra mordeu a Pedro,Mboîa Pedro îaîxu'u,Pe mbói ho'u Pédrope
"Que tenhamos, em sua terra, junto de ti, a vida eterna","T'orogûerekó, setãme, nde pyri, tekopuku","Ikatu hag̃uáicha, nhane retãme, nde ykére, jaikove opa'ỹva."
Por isso mesmo todos os homens emagrecerão,Nd'e'i te'e opá abá angaîbaramo-ne,Upévare opavave kuimba'e okakuaa
"Eia, que eu vá!",Ene'ĩ t'asóne!,¡Ahejáta aha haguã!
Quando cumprirás isso que dizes?,Erimba'epe aîpó nde 'îaba ereîmopóne?,Araka'épa rejapóta upe re'éva?
Peço a Pedro por roupa,Aîeruré aoba resé Pedro supé,Ajerure Pédrope ao
Eu tenho casca erguida,Xe pé-bur,Che ruguy ipya'e
Dizendo isso por pequenas coisas,Mba'e-mirĩ resé aîpó o'îabo,He'íva umi mba'e michĩmi rehe
Escaparão futuramente os animais quadrúpedes?,Okûabépe irã so'o?,¿Oikótapa umi mymba irundyha okanhyva'ekue?
Faça-se tua vontade,T'onhemonhang nde remimotara,Ejapo nde rembipota
Eu não tenho resistência,Na xe rosangi,Ndaipóri mba'eve ikatúva ajapo
"Faze-me tu valente, para que eu me oponha ao maldito, para sempre vencendo-o","Xe mopyatã îepé, t'apu'am muru resé, aûîérama i moaûîébo","Ejapo che py'a guasúrõ, ajeropu'ã hag̃ua umi mba'e vaietépe, ajeropu'ã haguã ichupe opa ára guarã."
escória do ferro,itá repoti,mba'yruguasu
"Caem, às vezes, os frutos das suas árvores, sendo ainda flores",Okuî rakó amũme ybarambûera o 'yba suí ybotyramo oîkóbo bé,"Sapy'ánte umi yvyramáta hi'a ho'a, yvoty gueteri"
Quantos são esses deuses?,Mobype a'e Tupã?,Mba'eichapa ko'ã dios?
Que vá Guaixará para o fogo,Gûaîxará t'osó tatápe,Ohasáva Ohasáta tatápe
Sal bento pôs na tua boca para que seja muito saborosa a palavra de Deus a ela,Îuky-karaíba oîmondeb nde îurupe ta se'ẽngatu Tupã nhe'enga i xupé,Sal bento omoĩ nde jurupe Nhandejára nhe'ẽ ho'u porã haguã ichupe.
Dou-lhe pancadas na cabeça,Aî'apurupã,Aheja chupe akãre.
A que cuida da virtude é a mãe de Deus bondosa,Tekokatu angagûara Tupã sy-angaturama,"Upe onhangarekóva teko joja rehe, Tupãsy imba'eporãva"
"Confesso-me a ti, senhor padre, por causa do meu pecar muitas vezes","Anhemombe'u ndebe, pa'i abaré setá nhẽ xe angaîpagûera resé","Amombe'u ndéve, pa'i guasu, che pekádo heta jey rupi"
Hei de comer todo o banquete de Jacaré-guaçu!,T'a'u pá Îakaregûasu pepyra!,Ha'e va'erã opa mba'e ja'u va'erã Jacaré-pe.
Hei de me aproximar de minha futura e verdadeira vida,Arokakar xe rekobé-etérama re'ĩ,Aju che rekove ko'ẽrõite ha anheteguápe.
Os que não são escondidos perdoa bem a eles,I kuakubypyre'yma i nhyrõngatu i xupé,Umi ndojekuaavéiva ndoperdona porã chupekuéra
"Sob minhas mãos tenho os moços pecadores, os velhos crescidos","Xe pó gûyrype arekó kunumĩgûasu-angaîpaba, tunhãba'e-kakuaba","Che pópe oĩ umi mitãkuimba'e pekadór, umi ituja'ỹva."
"Oh, então assim é, na verdade!","Tó, inã îepé ra'e!","Oh, upéicharõ upéicha, anhetehápe!"
Confessa bem a nós que tu és o filho de Deus,Eîmombe'u-katu Tupã ra'yramo nde rekó orébe,Emombe'u porã oréve ndeha Tupã Ra'y
"Tremendo, então, a terra também",Yby abé a'ereme oryryîane,Ko'ágã yvy onhemondýi avei
"Caem às vezes os frutos de suas árvores, sendo ainda flores, outras vezes em seu estado verde, outras vezes após amadurecerem caem","Okuî rakó amũme 'ybarambûera o 'yba suí 'ybotyramo oîkóbo bé, amõ rakó ogûakyra pupé i kuî, amõ rakó ogûaîub'iré i kuî","Sapy'ánte yvyramáta ra'ỹi ho'a, yvoty gueteri, sapy'ánte hi'a, sapy'ánte hi'a rire ho'a."
cordão de contas,mbo'yrysy,Kuatiarogue ipyahúva
Dormiu demais seu cadáver?,Okeretápe se'õmbûera?,¿Onhenoitereipa nde retekue?
Limpou seu rosto com um pano branco,Osobá-syb aó-tinga pupé,Omopotî nde rova peteî ao morotî
A mirra de polpa era o anúncio de sua futura morte pela gente,To'o suí mirra moroesé se'õagûama mombegûaba,Morra de polpa ha'e va'ekue marandu omanotaha nhande rehehápe.
água corrente,y-syryka,y potáva
O sol faz as pessoas terem muita sede,Kûarasy oporomo'y'useîeté,Kuarahy omomýiva heta tapichápe
Desencontramo-nos,Oroîopynekûab,Ronheha'ãta ronhomongeta
Dar também o quinhão de Deus naquilo que plantou primeiro,O emitymbûerypy pupé Tupã potá-me'engano,Tonheme'ẽ avei Tupã Nhandejára rembi'urã upe omopu'ã va'ekuépe.
"Por isso mesmo é que, em seus corações ficando a refletir, desafiam muito a Deus","Nd'ei te'e, o py'a pupé oîemongetá-ngetábo, Tupã momburukatûabo","Upévare, ipy'apýpe opensávo, ombohovái hikuái Tupã Nhandejárape."
"Ali atacando as moças, por desejá-las","A'epe kunhãmuku repenhana, i potasápe","Ohasávo mitãkunha'ikuéra, oipotágui"
"Tratemo-los bem, junto de nós",T'i rekó-katu îandébe,Jajepy'apýne hesekuéra nhande ykére
rapariga,kunhataĩ-a'uba,Kunhakarai
Detesto minha lei antiga,Aroŷrõ xe rekopûera,Amoĩ che léi ymaguare
Por isso mesmo em tua grande força apóio-me,Nd'a'é te'e nde ratãngatu resé gûiîekoka,Upévare nde py'a guasúpe che pytyvô
Fazendo Deus descer consigo do céu,Tupã reroîypa ybaka suí,Tupä Nhandejára oguejývo yvágagui ne ndive
"Importuna-me bem, irritando-me muitíssimo, aquela lei nova","Xe moaîu-marangatu, xe moŷrõ-etekatûabo, aîpó tekó-pysasu","Chepy'apyeterei, che py'apyeterei, upe léi pyahu"
O que é comum é aquela mulher esmagar nossas cabeças,Sekoaba'e kûé kunhã oré akanga i apiti,Umi mba'e ojehúva ha'e ko kunhakarai oity nhande akã.
Meu senhor vos mata,Pe îuká xe îara,Che ruvicha ojuka nde rehe
Encaixotei-me as coisas,Anhemba'e-nhang,Ajepy'apy che mba'e
"Vim, atravessando o oceano",Paranãgûasu rasapa aîu,"Ha'e ou, ohóva yguasu rupi"
Eu estou fendido,Xe îurubok,Che nhembyasýi
"Suportando a grande noite, estamos muito aflitos","Putunusu porarábo, oroîkotebẽngatu","Jajapóramo pyhare guasu, nhanhenhandu vaieterei"
Amarra tua rede de dormir ao lado de mim,Eîotĩ nde kesaba xe porupi,Eipuru nde rete renhenoha che ykére
"Fico girando em círculos, fico rodeando",Anhatimã-timanĩ,"Ajuhu mbytépe, ajuhu mbytépe."
"abraçando a cintura de teu companheiro, estimulando teu desejo sensual","nde rapixara ku'a îubana, nde poropotá-pokyramamo","renhembotuicha nde companhero cintura rehe, renhembotuicha nde deseo sensual"
Bem com os meus olhos vi que tu as escondeste,Xe resá pupé-katu asepîak nde i mimagûera,Che resa rehe ahecha renhotỹ hague
"Eu, dele perguntando, vim da minha casa","Ixé sesé gûiporandupa, xe roka suí aîu","Che, oporandu chupe, ou che rógagui"
Estiraram-no sobre a cruz,Oîpysó ybyraîoasaba 'arybo,Ha'ekuéra omboguata chupe kurusúre
Os que vivem para isso transgridem muito a lei,Ikoba'e resé tekoara oîaby-eté tekó,Umi oikovéva ko'ã mba'ére omboyke heta léi
Tem tu compaixão de nós durante nossa vida,Oré raûsubá îepé oré rekobé pukuî,Eguereko ore pytyvõ ore rekove pukukue javeve
riacho,yekûabusu,ysyry
Gastei-o totalmente,Aîmongûy-pab,Ahejarei opaite mba'e
Vai para trazer um pouco dela,Ekûãî îá reru,Eho ha eho ogueru'imi
O que não foi morto,I îukapyrûere'yma,Mba'e nonhehundiva'ekue
Amarra tua rede de dormir ao longo de mim,Eîotĩ nde kesaba xe porupi,Eipuru nde pytu'uha che ykére
"pele esfolada, fora da carne",pirûera,"Kuimba'e ho'áva, ndaha'éiva mymba"
Minha morte não há de ser ainda,Nd'e'i ipó xe re'õnama ranhẽ re'a,Che nhemano ndaha'éi gueteri
Eu estou fendido em diversas partes,Xe îurubó-bok,Che anhembyasýi heta hendápe
Estou na penúria,Atyabor,Che mboriahúgui
Eu estou ricamente vestido de roupas,Xe aó-mondé-matueté,Che aponde porã che ao rehe
Isso dirá somente a ele ou contará ao padre para que o repreenda,Aîpó e'i nhote i xupéne konipó abaré supé i mombe'uû i akakapagûama reséne,"Ha'e he'íta chupe anhónte, térã omombe'úta pa'ipe ombo'e haguã chupe."
O próprio Pedro mandou-me fazer proceder assim,Pedro aé emonã xe moingó-ukar,Pedro voi he'i chéve ajapo haguã péicha.
conhecendo a Deus,Tupana kuapa,jaikuaávo Nhandejárape
Eu estou liso,Xe sym,Che ha'e porâha
"O desejo sensual tornado costumeiro, a janotice, o vício, isso Nosso Senhor, após o recebermos nós em nossa alma, impede de se querer","Moropotara semipokuabe'yma, arũaíba, tekó-poxy anga Îandé Îara îandé 'angyme îandé ogûar'iré ybŷá potara oîmoaruab","Mba'eichaitépa nhande py'aguapýpe jahupytývo nhande py'a potĩ, nhande py'a potĩ, nhande py'a potĩ, nhande py'a potĩ, nhande py'a potĩ."
A seus próprios companheiros não querem bem,O irũ n'oîamotari,Umi inhirũnguéra ndoguerohorýi
"Jesus, guardião da alegria",Iesu toryberekoara,"Jesús, vy'a rerekua"
Eu estou úmido,Xe akymaíb,Che huguy.
Madeira é o que falta,Ybyrá angapeẽamẽ,Ka'aguy ha'e okanhy va'ekue
Palavras de quem são aquelas?,Abá nhe'engûerape aîpó?,Mávapa nhe'ẽ ko'ã?
Escondendo ser sua parente verdadeira a que ele perverteu,O emimomoxypûera o mũetéramo sekó kuakupa,Ojepytaso haĝua inhangirû anheteguáva ha'e ombotavy va'ekue
Flechei-os todos,Aîybõ-mbá,Aheja opavavépe
Veio um grande chefe de longe para te procurar,Oú tubixá-katu mamõ suí nde reká,Peteî mburuvicha guasu mombyrýgui ou nde rapykuéri
"instrumento de desvio de água, sangradouro",y-mombîasaba,Mba'yrumýi nhembosarái rehegua
"Como modo de honrar sua vinda, este dia honramos",Turagûera moetesabamo kó 'ara îamoeté,"Péicha nhamomba'eguasu haĝua ouha, ko árape nhamomba'eguasu"
Prega-o na cruz,Eîmoîar ybyraîoasaba resé,Tonhemombo kurusúre
É algum tanto grande,Turusu-pyryb,Ha'e tuicha mba'e
ouvir o sermão do padre,abaré nhe'ẽnhe'enga renduba,ohendu pa'i nhembo'e
"E mentindo também aquele que invoca sua alma, que acontece?","O 'anga renõîndara abé o îuraragûaîamo nhẽ, marãpe?","Ha he'ívo hembipotápe, ¿mba'épa oikóta?"
"Após vir Sarauaia, destruiremos a aldeia, como de costume","Saraûaîa rur'iré, îamombá taba îandune","Oguahê rire Sarauaia-pe, nhamboguejýta ko távape, jepiveguáicha."
Que se compadeçam dele os judeus,T'oîporeaûsuberekó îudeus,Umi hudío oiporiahuvereko ichupe
"Ah, oxalá eu sofresse por Deus muitíssimos infortúnios!",Aîporará temõ Tupã resé mba'easy katupabẽ mã!,¡Ajépa Tupã Nhandejára oipe'a che rehe heta mba'e vai!
"É bonita esta igreja, tendo muitos adornos!","I porang kó tupãoka, îegûakabetá rerupa!","Iporãite ko tupao, oguerekóva heta ta'anga!"
Dei-o a troco de dinheiro,Itaîuba repyramo aîme'eng,Ame'ẽ chupe viru rehe.
"O que tu escondeste, na verdade, onde tu roubaste?","Nde remimimbûera, anhẽ, umãmepe nde mondá?","Mba'épa renhemomba'eguasu, anhetehápe, moõpa renhemonda?"
"Como ages embriagando-te de cauim? Fazes o que não deves, então?",-Marãpe ereîkó kaûĩ suí esabeypó? Ereîkomemûãpe a'ereme?,¿Mbaʼéichapa renhehaʼãta renhembopochy koʼã mbaʼe?
Ela embarrou nos seus ramos,Sakã resé i îepokoki,Ha'e ojapyhy inhambuére
"ilha de mato em meio a um descampado, CAPÃO",ka'a-pa'ũ,"Isla de bosque mbytépe peteĩ campamento, Capón"
"Vem, nomeia os que tu derrotas por aí","Îori, esenõî angá kûeîbo nde remimoaûîé","Eju, ehenói umi nde rejapóva upépe"
Confiemos nesses homens,T'i îerobîar apó abá ri,Jajerovia ko'ã kuimba'épe
Fizeste chegar o pagamento como retribuição de um trabalho?,Eresepy-mondykype marãtekó repyramo?,¿Rehupytýne piko pe jehepyme'ẽ peteĩ mba'apo rehehápe?
sardas do rosto,tobá pinima,Kuimba'e rováre
os parentes de minha mulher,xe ra'ysé,che rembireko nhemonhare
Um só é o conteúdo de minha rede,Oîepé xe pysá pora,Peteïva ha'e umi mba'e oĩva che retãme.
Porventura fizeram-se muito maus os homens após se multiplicarem?,Onhemoangaîpabeté serã apŷaba o îeapyká-eté roîré?,¿Oiko vaipa umi kuimbaʼe ojepyʼapy rire?
"Ficaste bêbado de cauim, perdendo o juízo?",Eresabeyporype kaûĩ suí 'ara mokanhema?,Renhembosarái vaʼekue koʼã mbaʼére?
Finalmente ele a levou,Té ahẽ serasóbo ko'yté,Ipahápe ogueraha chupe
Antigamente eu ficava sempre junto de ti,Akûeîme apytá memẽ nde pyri,Ymave che reime vaekue nde ykére
Poucos moram nesta aldeia,Mokõînhõ kó taba pupé sekóû,Mbovymi oiko ko távape
Viemos muitos,Oroîurusu,Heta jahecha
Foi à frente de mim,Osó xe renondé,Ha'e oho che renondépe
de onde? donde?,umã suí?,moõguipa? moõguipa?
Já tinha dado Judas aos judeus o meio de reconhecer Nosso Senhor?,Oîkuapá-me'eng umûãpe Îudas Îandé Îara îudeus supé erimba'e?,Judas ome'ẽ va'ekue umi judío kuérape oikuaa haguã Tupã Nhandejárape?
Acalentei-a,Aîmboyî,Ahepyme'ẽ chupe
teia de aranha,nhandu'i-kesaba,mba'yrumýi
Tomamo-lo de ombro a ombro,Oîoybari orogûar,Jahechamína chupe omomba'e guasu haguã.
Eu sou redondo,Xe amandab,Che ha'e mbyja
Estes habitantes da aldeia sob minhas mãos estavam,Kó tabygûara xe pó gûyrybo sekóû,Ko'ã tavaygua che pópe oĩ va'ekue
Vinha com púrpura e espinhos,Aopyranga îu abé ogûerur,Ha'e oúva pytã morotĩ ha ka'aguy
Prendi-os um ao lado do outro,O îoybyri aîmoín,Agueraha ojuehe.
o que te põe a nu,ikatupe nde moĩndara,¿Mba'e mba'épa ombotavy ndehegui
"No dia de guarda do nascimento dele, acendemos a fogueira chamada ""caminho do salto""",Ara i 'aragûera pîasaba pupé tatá i apyrasabapé 'îaba îaîmondyk,"Ára onhangarekóva imembykuéra rehe, nhambotuicha peteî tatarendy hérava ""camino del salto""."
o miolo dele,i apytera,inhakãme
Que venha para nos fazer felizes,T'oú oré moorypa,Oĝuahê nhanembovy'a haguã
As que dizem coisas más,Marã e'îara,Umi he'íva mba'e vai
Fiquei estremecendo,Asy-syî,Ajerokyhyjéva
Contando os pecados escondidos de alguém para quem não os conhece,Abá angaîpá-nhemima i kuapare'yma supé mombegûabo,Ohesa'ÿijóvo hapicha pekádo okanhyva'ekue ndereikuaáiva
Faço mingau,Aîapó minga'u,Ha'e che mba'apohára
Presumo que ele deve ter ido,"""Osó ipó re'a"" a'é",Ahechakuaa ohohague
"Então os anjos virão, chamando os mortos, tocando trombetas","A'ereme karaibebé ruri, te'õmbûera renõîa, mimbygûasu pŷabo","Upéi oguahẽta umi ánhel, ohenóiva omanóva, omoherakuã trombeta."
"águas tranquilas, bonança",y-katu,"y py'aguapýpe, porâite"
O dia está muito escuro,I pytũ-pytun 'ara,Ko ára inhypytũeterei
Ele é mais bonito,Turusueté - Ele é maior I porangeté,Ha'e iporãvéva
Estou a latejar,Nyn-nyng a'é,Anhe'ẽpoty hína
"Na verdade, somente estas retirei dos malditos",Kó nhõ anosẽ îepé moxy suí,"Anhetehápe, ko'ãva anheha'ã umi maldición-gui"
Tomei-o com ambas as mãos,Oîopobaî aîar,Amoĩ chupe mokõive pópe.
Então as estrelas cairão completamente,A'ereme îasytatá o apakuîamo,Upéi umi mbyja'i onhehundipaite
Invocam as mulheres o pajé Caruara,Osekyî kunhã maîé Karûara,Kunhanguéra ohenói pe pajé Caruara
É difícil para mim tentá-los,I abaí xebo sa'anga,Ha'e ijetu'u chéve aheka hag̃ua
"o que é viúvo, o viúvo",seremirekoe'õba'e,"ha'éva viuda, viuda"
Eu estou inchado,Xe pungá,Che py'a potĩ.
"mas, de verdade",anhẽ ruãp'anhẽ,ha anhetehápe
Na casa de quem passaste?,Abá rokype erekûá?,Máva rógape rehasáma?
"Eis-me aqui, eis que aqui estou",Aîkó,"Ko'ápe aime, ko'ápe aime"
"Ah, se viesse!",Tera'ute oú,Oiméne ou.
Eu sou esquecidiço,Xe resaraîpotar,Che anhe'ẽmby
"Vossos avós todos com pranto estavam, recolhendo-se","Pe ramỹîa pabẽ rakó îase'o rerekóû, îemoingeabo","Nde sy ha nde sy ypykue opavave okirirĩ, onhembosako'i"
este outro,ikó-te,Ko ambue
Quem aquele transgride?,Abápe aîpoba'e oîaby?,¿Mávapa upe transgrediente?
"A gente diz ""quinhão de Deus"" para aquilo que é dado?","Asé aîpó i me'engymbyra supé ""Tupã potaba"" i 'éû?","¿Onhembo'e va'erãpa ""Nhandejára rembipota"" umi mba'e onheme'ẽva rehe?"
