source,reference,translation
Levamo-los uns atrás dos outros,Oroerokûaka'ar,Oroîoîoîoîoîoîoîoesé
meu padrinho,xe rerokarûera,xe ra'yra
Mas sua vida é muito má,Sekó-te i poxyeté,A'e rekó-katu
"Ah, quem me dera o tivesse matado!",Aîukámo mã!,Aîpó xe moaûîu-potá!
Aqui vêm para nos castigar!,Ké turi îandé nupãmo!,Kó temõ îandé moaîukábo!
Lanço palavras contra ele,Aîtyk nhe'enga sesé,Aîmonhang
homem liberal,abá-ekoate'yme'yma,abá-potara
"A terra também, então, agitando-se, tremendo","Yby abé a'ereme onhemonguébo, oryryîane",Te'õ bé bé te'õ te'õ-te'õ
"Eu sou mediano, eu não sou grande nem pequeno",Xe boîá,"Xe ra'yté, xe ra'yté"
Finjo que vou,Asó-asó-a'ub,Asó aîmoeté
indo eu voando,gûymaenhẽ gûixóbo,aîuká-puku
"ao longo do caminho, todo o caminho",pé pukuî,yba'epûera
Ensinando tu a ti mesmo,Eîembo'ebo,Nde îepé nde îepé
"Eis que esta roupa será, adequadamente, de feriado",Ikó aoba niã aûîé-katutenhẽ Tupãnemendarama,Aîpó a'e rekóû ikó rekóû
não há de ser,aani-xûé ipóne,n'aîpotari
"Guarda-te, hoje, de ter guerra comigo",Eteumẽ kori marana rerekóbo xe resé,"Nde resé, kori, xe rekóbo resé"
O que tolera o que quer trabalhar nos feriados,Aretéreme i porabyky-potaryba'e mborypara,Oîmoebyba'e oîmoeté oîmoetéramo îandé rera rerekóû
"a unhada de fulano, a marca das unhas de fulano",ahẽ pûapẽ-mbora,ybyrá-pyrá
Que queimem em teu fogo,T'okaî nde ratá pupé,T'oîuká nde ratápe
Que há aqui semelhante a um canindé azul?,Mba'epe ké kanindé-oby îasûara?,Mba'epe a'epe kanindé-karaíba pupé?
Não o amo ainda,Nd'a'éî saûsupa ranhẽ,Nd'e'ikatuî aîpó
fazendo estar bem minha alma!,xe 'anga moingó-katûabo!,xe 'anga rekó-katu!
Ainda bem que o faz correr consigo!,Iîamuru senonhana!,Aûîé-katu i xuí sekóû!
Arranquei as penas de sua asa,Aîpepó-'ok,Aî'a-mo'ẽ
"Levaram-no, com suas ataduras, para Pilatos, o governador",Pilatos ybyrarerekoara supé i popûasaba resebé serasóû,"Oîoîoîoîa'ybo Pilatos, tupãokarûera resé, oîoîoîoîa'ybo"
muitos meninos,kunumĩ-etá,kunhã-mirĩ
Como o nosso perdão aos que nos tratam mal,Oré rerekomemûãsara supé oré nhyrõ îabé,I angaîpaba'e îandé rerekóbo oré moingóbo
Ele comeu demais aquela coisa,O'u-eté-eté ahẽ mba'e,Oîepé-katu aîpó aîpó
"Não tendes ouvidos, como de costume, confundindo esta aldeia","Na pe apysáî, îandu, ikó taba apamonana","Nd'e'i te'e, aîpotare'yma, aîpó taba moaûîébo"
Tenho vida boa,Tekó-katu arekó,Xe rekó-katu
Como um galo te deitas,Gûyrasapukaîa îabé ereîetu'u,Iîá îuká îepé nde resé
Como se eu fosse lá,A'epe xe só îaramẽ,Xe rekóû rekóû
A cobra mordeu a Pedro,Mboîa Pedro îaîxu'u,Mbegûá reîá Pedro suí
"Que tenhamos, em sua terra, junto de ti, a vida eterna","T'orogûerekó, setãme, nde pyri, tekopuku","T'oronhe'enga, nde rekóû, nde rekóû, te'õ rekóû"
Por isso mesmo todos os homens emagrecerão,Nd'e'i te'e opá abá angaîbaramo-ne,Nd'e'i te'e amõ abá pitanga
"Eia, que eu vá!",Ene'ĩ t'asóne!,"Ne'ĩ, xe rekóû!"
Quando cumprirás isso que dizes?,Erimba'epe aîpó nde 'îaba ereîmopóne?,Umãpe marãpe a'epe nde nhe'enga?
Peço a Pedro por roupa,Aîeruré aoba resé Pedro supé,Asó Pedro supé
Eu tenho casca erguida,Xe pé-bur,Xe nhe'ẽ-'ẽ
Dizendo isso por pequenas coisas,Mba'e-mirĩ resé aîpó o'îabo,Aîpó nhe'enga îukábo
Escaparão futuramente os animais quadrúpedes?,Okûabépe irã so'o?,Oîoapy-potápe abá-potápe?
Faça-se tua vontade,T'onhemonhang nde remimotara,Oîepé nde rekó
Eu não tenho resistência,Na xe rosangi,Na xe rekóî
"Faze-me tu valente, para que eu me oponha ao maldito, para sempre vencendo-o","Xe mopyatã îepé, t'apu'am muru resé, aûîérama i moaûîébo","Nde nde mbo'iré, t'asó xe moingóbo muru, i moingóbo i moingóbo"
escória do ferro,itá repoti,itá ybyra
"Caem, às vezes, os frutos das suas árvores, sendo ainda flores",Okuî rakó amũme ybarambûera o 'yba suí ybotyramo oîkóbo bé,Okuî rakó amũme 'ybaramũme 'ybaramũme'yma o 'yba suí 'yme'ĩ
Quantos são esses deuses?,Mobype a'e Tupã?,Mba'e-etépe asé suí?
Que vá Guaixará para o fogo,Gûaîxará t'osó tatápe,T'osó Gûaîxará tatápe
Sal bento pôs na tua boca para que seja muito saborosa a palavra de Deus a ela,Îuky-karaíba oîmondeb nde îurupe ta se'ẽngatu Tupã nhe'enga i xupé,Tupã nhe'enga rupi nhe'enga t'o'oîeté Tupã nhe'enga nhe'enga
Dou-lhe pancadas na cabeça,Aî'apurupã,Aîa'ok-a'ok
A que cuida da virtude é a mãe de Deus bondosa,Tekokatu angagûara Tupã sy-angaturama,Tupã nhe'enga rupi abaetéramo Tupã mombegûara
"Confesso-me a ti, senhor padre, por causa do meu pecar muitas vezes","Anhemombe'u ndebe, pa'i abaré setá nhẽ xe angaîpagûera resé","Nde resé nde resé, pabĩ pabĩ, xe moîepé-potá"
Hei de comer todo o banquete de Jacaré-guaçu!,T'a'u pá Îakaregûasu pepyra!,T'asó-te'õ-te'õ-te'õ Jakaré Gûaçu!
Hei de me aproximar de minha futura e verdadeira vida,Arokakar xe rekobé-etérama re'ĩ,T'asó xe rekó-katu-katu
Os que não são escondidos perdoa bem a eles,I kuakubypyre'yma i nhyrõngatu i xupé,Nd'e'ikatuî a'ereme i xuí
"Sob minhas mãos tenho os moços pecadores, os velhos crescidos","Xe pó gûyrype arekó kunumĩgûasu-angaîpaba, tunhãba'e-kakuaba","Xe pópe gûyrá gûyrá-gûyrá, kunumĩ-gûyrá"
"Oh, então assim é, na verdade!","Tó, inã îepé ra'e!",Eboûĩ ahẽ a'e ahẽ!
Confessa bem a nós que tu és o filho de Deus,Eîmombe'u-katu Tupã ra'yramo nde rekó orébe,Eîmombe'u-katu Tupã ra'yra îandébo nde ra'anga
"Tremendo, então, a terra também",Yby abé a'ereme oryryîane,A'ereme bé te'õ rekóû bé
"Caem às vezes os frutos de suas árvores, sendo ainda flores, outras vezes em seu estado verde, outras vezes após amadurecerem caem","Okuî rakó amũme 'ybarambûera o 'yba suí 'ybotyramo oîkóbo bé, amõ rakó ogûakyra pupé i kuî, amõ rakó ogûaîub'iré i kuî","O 'yba resá 'ybaramo o 'yba suí 'yba suí 'yba suí bé, amõ resé 'yba'e 'yba resé, amõ resé 'a'areme 'yme 'yme 'yme 'yme 'yme"
cordão de contas,mbo'yrysy,itá-poxy
Dormiu demais seu cadáver?,Okeretápe se'õmbûera?,Og uba'e-katupe erimba'e?
Limpou seu rosto com um pano branco,Osobá-syb aó-tinga pupé,O'o i popûá-pûá-pûá-pûá
A mirra de polpa era o anúncio de sua futura morte pela gente,To'o suí mirra moroesé se'õagûama mombegûaba,Ybyrá nhe'enga abá o 'ara pupé o îoepéû
água corrente,y-syryka,itá-ypy
O sol faz as pessoas terem muita sede,Kûarasy oporomo'y'useîeté,Kûara îaîuká-katu
Desencontramo-nos,Oroîopynekûab,Oroîoîoîoî
Dar também o quinhão de Deus naquilo que plantou primeiro,O emitymbûerypy pupé Tupã potá-me'engano,Tupã a'e amõ a'e rerobîaramo Tupã aûîeba'e suí
"Por isso mesmo é que, em seus corações ficando a refletir, desafiam muito a Deus","Nd'ei te'e, o py'a pupé oîemongetá-ngetábo, Tupã momburukatûabo",Nd'e'i te'e o îepé o nhe'enga'u-potá-potá Tupã suí
"Ali atacando as moças, por desejá-las","A'epe kunhãmuku repenhana, i potasápe","A'epe kunumĩmo kunumĩmo, i mo'angûabo"
"Tratemo-los bem, junto de nós",T'i rekó-katu îandébe,"Oroîepé-katu, îandé rekóû"
rapariga,kunhataĩ-a'uba,aîuby-aîuba
Detesto minha lei antiga,Aroŷrõ xe rekopûera,Aîuká xe rekó
Por isso mesmo em tua grande força apóio-me,Nd'a'é te'e nde ratãngatu resé gûiîekoka,Nd'e'i te'e nde remirekó-katu
Fazendo Deus descer consigo do céu,Tupã reroîypa ybaka suí,Tupã ybakype Tupã resé i xupé
"Importuna-me bem, irritando-me muitíssimo, aquela lei nova","Xe moaîu-marangatu, xe moŷrõ-etekatûabo, aîpó tekó-pysasu","Xe moaîu-katu, xe moaîu-katu, aîpó lei newa"
O que é comum é aquela mulher esmagar nossas cabeças,Sekoaba'e kûé kunhã oré akanga i apiti,Mbegûara amõ kunhã oré 'anga
Meu senhor vos mata,Pe îuká xe îara,Xe îara îuká
Encaixotei-me as coisas,Anhemba'e-nhang,Aîmoîeby-moín
"Vim, atravessando o oceano",Paranãgûasu rasapa aîu,"Aîu, yby o'a oîuká"
Eu estou fendido,Xe îurubok,Xe aîuká
"Suportando a grande noite, estamos muito aflitos","Putunusu porarábo, oroîkotebẽngatu","Kunhãngatu nhẽ, îandé moangaîpaba"
Amarra tua rede de dormir ao lado de mim,Eîotĩ nde kesaba xe porupi,Eîmonhang nde rapixara xe rekóû
"Fico girando em círculos, fico rodeando",Anhatimã-timanĩ,Aîebybyby-byby-bybyby
"abraçando a cintura de teu companheiro, estimulando teu desejo sensual","nde rapixara ku'a îubana, nde poropotá-pokyramamo","nde rapixara nhe'enga nde rapixara, nde rapixara nhe'enga"
Bem com os meus olhos vi que tu as escondeste,Xe resá pupé-katu asepîak nde i mimagûera,Xe nhe'enga suí nde îepé nde îuká
"Eu, dele perguntando, vim da minha casa","Ixé sesé gûiporandupa, xe roka suí aîu","Xe, i xupé, ikó xe rekóû"
Estiraram-no sobre a cruz,Oîpysó ybyraîoasaba 'arybo,Ybyrá krusá i mombegûabo
Os que vivem para isso transgridem muito a lei,Ikoba'e resé tekoara oîaby-eté tekó,Aîpó oîepé-katu oîepé-katu-katu
Tem tu compaixão de nós durante nossa vida,Oré raûsubá îepé oré rekobé pukuî,Nde rekó îandé rekóû oré rekóû
riacho,yekûabusu,ybyrá
Gastei-o totalmente,Aîmongûy-pab,Aîmoîeby-katu
Vai para trazer um pouco dela,Ekûãî îá reru,Eîori sesé
O que não foi morto,I îukapyrûere'yma,Nd'e'ikatuîba'e
Amarra tua rede de dormir ao longo de mim,Eîotĩ nde kesaba xe porupi,Eîmonhang nde rapixara xe resé
"pele esfolada, fora da carne",pirûera,itá-ypy
Minha morte não há de ser ainda,Nd'e'i ipó xe re'õnama ranhẽ re'a,Xe ro'yma n'aîpotari
Eu estou fendido em diversas partes,Xe îurubó-bok,Xe nhe'ẽ-te'ẽ
Estou na penúria,Atyabor,Aîepé aîeîuká
Eu estou ricamente vestido de roupas,Xe aó-mondé-matueté,Xe nhe'ẽ-po'i
Isso dirá somente a ele ou contará ao padre para que o repreenda,Aîpó e'i nhote i xupéne konipó abaré supé i mombe'uû i akakapagûama reséne,Aîpó i nhe'enga ory îanondé oîepé abaré o emonãmo
O próprio Pedro mandou-me fazer proceder assim,Pedro aé emonã xe moingó-ukar,Pedro reté ixé xe rekóû ixé rekóû
conhecendo a Deus,Tupana kuapa,Tupã resé resé
Eu estou liso,Xe sym,Xe robá
"O desejo sensual tornado costumeiro, a janotice, o vício, isso Nosso Senhor, após o recebermos nós em nossa alma, impede de se querer","Moropotara semipokuabe'yma, arũaíba, tekó-poxy anga Îandé Îara îandé 'angyme îandé ogûar'iré ybŷá potara oîmoaruab",Oîoîoîoîoîoîoîoîoîoîoîoîoîoîoîoîoîoîoîoîoîoîoîoîoîoîoîoîoîoîo
A seus próprios companheiros não querem bem,O irũ n'oîamotari,O emonãîa rupi n'i angaîpaba
"Jesus, guardião da alegria",Iesu toryberekoara,"Îesu, ratá rekóû"
Eu estou úmido,Xe akymaíb,Xe nhe'ẽ
Madeira é o que falta,Ybyrá angapeẽamẽ,Madeira 'ara
Palavras de quem são aquelas?,Abá nhe'engûerape aîpó?,Mba'epe abá rekóû?
Escondendo ser sua parente verdadeira a que ele perverteu,O emimomoxypûera o mũetéramo sekó kuakupa,O angaîpaba'e resé o emonãmo o emonãmo
Flechei-os todos,Aîybõ-mbá,Aîmonhang
Veio um grande chefe de longe para te procurar,Oú tubixá-katu mamõ suí nde reká,Aîpotá-katu nde rekóû nde rekóû
"instrumento de desvio de água, sangradouro",y-mombîasaba,ybybyra
"Como modo de honrar sua vinda, este dia honramos",Turagûera moetesabamo kó 'ara îamoeté,"I 'anga pupé i moingóbo, aîpó 'ara îandé"
Prega-o na cruz,Eîmoîar ybyraîoasaba resé,Aîmoa'ok cruz resé
É algum tanto grande,Turusu-pyryb,Oîepé-katu
ouvir o sermão do padre,abaré nhe'ẽnhe'enga renduba,abaeté suí abaré
"E mentindo também aquele que invoca sua alma, que acontece?","O 'anga renõîndara abé o îuraragûaîamo nhẽ, marãpe?","A'epe bépe o 'anga 'anga remi'a, marã?"
"Após vir Sarauaia, destruiremos a aldeia, como de costume","Saraûaîa rur'iré, îamombá taba îandune","Sarauaia rekóû, anhanga îabi'õ, îabi'õ îandé"
Que se compadeçam dele os judeus,T'oîporeaûsuberekó îudeus,T'oîaîpe îudeus sesé
"Ah, oxalá eu sofresse por Deus muitíssimos infortúnios!",Aîporará temõ Tupã resé mba'easy katupabẽ mã!,Xe angaîpab-eté Tupã îepé-katu!
"É bonita esta igreja, tendo muitos adornos!","I porang kó tupãoka, îegûakabetá rerupa!","I pora Tupãoki Tupãoka, tatá-katu!"
Dei-o a troco de dinheiro,Itaîuba repyramo aîme'eng,Aîa'ok-a'ub
"O que tu escondeste, na verdade, onde tu roubaste?","Nde remimimbûera, anhẽ, umãmepe nde mondá?",Nde rerobîarõpe erimba'e erimba'e nde rapixara?
"Como ages embriagando-te de cauim? Fazes o que não deves, então?",-Marãpe ereîkó kaûĩ suí esabeypó? Ereîkomemûãpe a'ereme?,Marãpe erimba'e nde moaûîu-potá? Ereîmoa'u-potá nde suí?
Ela embarrou nos seus ramos,Sakã resé i îepokoki,A'e resé i 'arybo i 'arybo
"ilha de mato em meio a um descampado, CAPÃO",ka'a-pa'ũ,yby-ypyba'e
"Vem, nomeia os que tu derrotas por aí","Îori, esenõî angá kûeîbo nde remimoaûîé","Eîori, nde îuká peîuká nde îukábo"
Confiemos nesses homens,T'i îerobîar apó abá ri,T'oîepé abá resé
Fizeste chegar o pagamento como retribuição de um trabalho?,Eresepy-mondykype marãtekó repyramo?,Ereîmoeîebype erimba'e nhemonhangyrama resé?
sardas do rosto,tobá pinima,ybyrá-py'a
os parentes de minha mulher,xe ra'ysé,xe kunhã rekó
Um só é o conteúdo de minha rede,Oîepé xe pysá pora,A'e amõ xe rekó resé
Porventura fizeram-se muito maus os homens após se multiplicarem?,Onhemoangaîpabeté serã apŷaba o îeapyká-eté roîré?,Osó-potá-katupe abá supé se'õmbûera?
"Ficaste bêbado de cauim, perdendo o juízo?",Eresabeyporype kaûĩ suí 'ara mokanhema?,"Ereîubype kaûĩ, kunumĩ pupé?"
Finalmente ele a levou,Té ahẽ serasóbo ko'yté,Aûîeté i aîuká
Antigamente eu ficava sempre junto de ti,Akûeîme apytá memẽ nde pyri,Aûîé nde pyri nde pyri
Poucos moram nesta aldeia,Mokõînhõ kó taba pupé sekóû,A'e-eté ybype ybype
Viemos muitos,Oroîurusu,Îaîuká-katu
Foi à frente de mim,Osó xe renondé,Xe pyri ixébo
de onde? donde?,umã suí?,eboûé?
Já tinha dado Judas aos judeus o meio de reconhecer Nosso Senhor?,Oîkuapá-me'eng umûãpe Îudas Îandé Îara îudeus supé erimba'e?,Oîpópe Îudas îudeus îandé Îara rerekoara îandé Îara pupé?
Acalentei-a,Aîmboyî,Aîa'ok
teia de aranha,nhandu'i-kesaba,itá-ypy
Tomamo-lo de ombro a ombro,Oîoybari orogûar,Asó-asó-asó
Eu sou redondo,Xe amandab,Xe kûab
Estes habitantes da aldeia sob minhas mãos estavam,Kó tabygûara xe pó gûyrybo sekóû,Aîpó abaré xe pó pó pó îabé
Vinha com púrpura e espinhos,Aopyranga îu abé ogûerur,"T'irangûera pupé, tubixûera"
Prendi-os um ao lado do outro,O îoybyri aîmoín,Oîoîoîoîoîoîoîoîoîoîoîoîo
o que te põe a nu,ikatupe nde moĩndara,nde moaîubyba'e
"No dia de guarda do nascimento dele, acendemos a fogueira chamada ""caminho do salto""",Ara i 'aragûera pîasaba pupé tatá i apyrasabapé 'îaba îaîmondyk,"I 'anga ra'anga pupé, îanonhemoangaîpaba 'ara pupé"
o miolo dele,i apytera,i gûyrá
Que venha para nos fazer felizes,T'oú oré moorypa,T'oú îandé moangaîpaba
As que dizem coisas más,Marã e'îara,Tekó-poxy nhe'enga
Fiquei estremecendo,Asy-syî,Aîmoaî-moaî
Contando os pecados escondidos de alguém para quem não os conhece,Abá angaîpá-nhemima i kuapare'yma supé mombegûabo,Abá angaîpaba resé o abá o n'omombe'e'yma resé
Faço mingau,Aîapó minga'u,Aîuká
Presumo que ele deve ter ido,"""Osó ipó re'a"" a'é",Aîpotareté aîpotareté
"Então os anjos virão, chamando os mortos, tocando trombetas","A'ereme karaibebé ruri, te'õmbûera renõîa, mimbygûasu pŷabo","Nd'e'i te'e anhanga ra'yra, kunumĩ te'õmo, muruîa"
"águas tranquilas, bonança",y-katu,itá
O dia está muito escuro,I pytũ-pytun 'ara,Te'õngatu nhẽ
Ele é mais bonito,Turusueté - Ele é maior I porangeté,A'e-katu
Estou a latejar,Nyn-nyng a'é,Aîebybẽ
"Na verdade, somente estas retirei dos malditos",Kó nhõ anosẽ îepé moxy suí,Aûîé amõ aîpó muru
Tomei-o com ambas as mãos,Oîopobaî aîar,Aîmonhang
Então as estrelas cairão completamente,A'ereme îasytatá o apakuîamo,A'e-pûetá-pûetá-pûetá
Invocam as mulheres o pajé Caruara,Osekyî kunhã maîé Karûara,Paîé Karuara kunhã oîmoîebyká
É difícil para mim tentá-los,I abaí xebo sa'anga,Xe resé i xuí i xuí
"o que é viúvo, o viúvo",seremirekoe'õba'e,iîubyra
Eu estou inchado,Xe pungá,Xe aîuká
"mas, de verdade",anhẽ ruãp'anhẽ,aûîé
Na casa de quem passaste?,Abá rokype erekûá?,Mba'e resépe abápe?
"Eis-me aqui, eis que aqui estou",Aîkó,"Aîepé, aîepé"
"Ah, se viesse!",Tera'ute oú,Aîuká tenhẽ!
Eu sou esquecidiço,Xe resaraîpotar,Xe aîuká
"Vossos avós todos com pranto estavam, recolhendo-se","Pe ramỹîa pabẽ rakó îase'o rerekóû, îemoingeabo","Tupãgûasu îaîme'enga îaîme'enga, oîebyrá"
este outro,ikó-te,a'e-eté
Quem aquele transgride?,Abápe aîpoba'e oîaby?,Abá-pakópe abá?
"A gente diz ""quinhão de Deus"" para aquilo que é dado?","Asé aîpó i me'engymbyra supé ""Tupã potaba"" i 'éû?",Marãpe asé 'anga Tupã resé 'ara pupé?
Sempre eu ensinei publicamente as pessoas,Te'yîpe memẽ nhẽ ixé aporombo'e,Aûîé amõ abá-potá
A crença no Deus verdadeiro encheu meu interior,Tupã-eté rerobîara îaîporaká xe ybỹîa,Tupã rerobîara xe py'a rekóû
Reparti com ele a carne,Aîopoî ahẽ so'o pupé,Aîmoa'ok-a'ub
Eles se tratam uns aos outros como semelhantes por causa de sua irmandade,O îoasykûera ri îasûaramo i îogûerekóû,Sesé o emonã o emonãîebyra resé i moingóû
Ajo velhacamente,Aîkó-angaîpab,Aîmoa'ok-a'ub
"Ele, certamente, faz tirar-lhe o efeito de mim",A'e ipó oîmoarybé-ukar xe suí,I xuí i xuí i xuí xe reîá
Inclina-se,-Oîerokype asé Cruz supé? -Oîeroky -A gente se inclina junto à cruz?,Aîmoaîuká
"Ah, que mau é o pecado! Que mau que é fulano!",Tieté kó angaîpaba maniîabo mã! Tieté kó ahẽ maniîabomã!,Marãîasûé angaîpaba!
Vou ao caminho de meu pai,Asó xe ruba rapépe,Asó xe ruba pupé
Manquejo,Xe ate'ẽ,Aîurĩ
"Escondeste algum pecado teu do padre, envergonhando-te dele?","Ereîkuakupe nde angaîpaba amõ abaré suí, senotĩamo nhẽ?","Ereîmoaîubype erimba'e nde angaîpaba abaré, erimba'e i xuí?"
Há de prantear a gente o desaparecimento de seu pai e de sua mãe,Osapirõ-n'asé og uba o sy kanhemagûera,Oîoîoîoîoîoîoîoîoîoîoîoîoîoîoîoîoîoa'o
Não por me amar,Na xe raûsupeî,N'aîpotari xe resé
"homem parvoeirão, ignorantão",abá-tekokuabe'ymusu,abá-mirĩ
"Levaram-no para um certo palácio, fazendo-o entrar, reunindo soldados fortes ali por sua causa","Ogûerasó amõ okusupe seroîkŷabo, a'epe maranaritekoaratã reŷnhanga sesé","Oîoîoîoîoî a'ereme amõ abaré, oîoîoîoîoîoîoîoîoîoa, oîoîoîoîoîoîoîoîoîoîo"
nunca mais,aani xûé ko'yténe,Nd'e'i te'e
"Mas não pode a gente, de modo nenhum, contar o procedimento oculto de alguém?",Nd'e'ikatu angáî-tepe asé abá rekó-nhemima mombegûabo?,Nd'e'i te'e abá nd'e'i te'i te'õ-katupe abá supé?
Santa Maria está pensando na aproximação de seu parto,Santa Maria o membyrá-kakara omo'ã-mo'ang,Santa Maria o emonã rekóû o 'ara pupé
fibras sujas,pó-ky'a,itá-mirĩ
Para onde será que eu irei?,Mamõ serã xe sóûne?,Umãpe xe rekóû rekóû?
Enjoa-te de teu velho modo de ser!,Eîmoting nde rekopûera!,Nde resé nde îepé-katu!
Eu sou molengão,Xe rekombegûé,Xe nhemõî
Em minhas mãos bem os tenho,Xe pópe arekó-katu,Xe pó-potá-potá
Tenho a carne arrepiada,Xe ro'o-piring,A'o-'a'a
"gozador, brincalhão, zombeteiro",nhemosaraîxûera,gûaîbĩ
Os índios atacarás,Apŷaba eresepenhãne,Mba'e rakó nde îaîuká
pedra de beiço pontuda,metarapûá,itá-pyrá-pyrá
"Para ele trouxeram, como oferendas, ouro, resina dura que recende e mirra","I xupé ogûeru îetanongabamo itaîuba, ysykatã syapûãba'e, mirra","I xupé îepé îepé îepé îepé îepé îepéû, ybyra îepéû, ybyra îepéû"
"Sê tu guardião de mim, sob tuas mãos colocando-me","Nde morerekoar xe ri, nde pó gûyrype xe nonga","Nde roryrypa xe rekóbo, nde pópe xe pópe"
Destruiu outrora os tamoios,Tamũîa omombab erimba'e,Oîmoîoîoîoîoîebyra taûîá
"Ah, se eu tivesse percebido outrora isso, praticando o que dizíeis!","Anhandu beémo erimba'e angûama mã, pe 'erama purûabo!","Aûîé, t'aîé ipó ereîuká, te'õ nde moaûîé!"
Futuro senhor de suas muitíssimas riquezas,O mba'e-katupabẽ îarama,Oîepé aîpó o îepé-eté-eté
Não se cansam de pedir a Deus pelos que os resgataram,N'oîeruré-pytubari Tupã supé ogûenosemarûera resé,Nd'e'i te'e Tupã resé i xupé o angaîpaba'e
Faço-o doente,Aîmomara'ar,Aîmonhang
"E não confessando ser parente, de fato, de seu marido ou de sua esposa, que acontece?","A'epe o mena koîpó o emirekó mũetéramo sekó mombe'ue'yma, marã?","A'epe erimba'e o boîá o ekó rekóû o boîá rerekóû, marã?"
Eu não sou medroso,Na xe poropoûsubi,Na xe rekóî
"São famosos esses moçacaras, que são uns beberrões","Serapûan kó mosakara, i kaûĩgûasuba'e","I abaeté mosakara, i mo'aîukábo"
Que me tratem como a seu próprio deus,O tupãnamo ta xe rerekó,T'osó xe rerobîar o îara repyramo
Muitíssimas lorotas invocaram contra ele,Tenhẽngatupabẽ osykyî i xupé,Opá-katu gûyrá-gûyrá i xuí
"Vinde, levai os malditos, erguendo-os para sapecá-los em nosso fogo, moqueando-os","Peîori, perasó muru, supi îandé ratápe sapeka, i monga'ẽmo","Peîori, angaîpaba muru, îandé ratápe i moîaîukábo, i moîaîukábo"
"fora, na rua",okarype,ybype
"Está molestando as pessoas, fazendo-as cair em erro","oporomoaîu oîkóbo, oporomotekokuabe'yma","Oporongatábo asé, i moingóbo"
"Vêm em vão para me afastar os ditos ""padres""","Oú tenhẽ xe pe'abo ""abaré"" 'îaba","Oîepé tenhẽ ""padres"" nhemonhangy îepé"
"Em tuas mãos sentando-se, vai o menino","Nde pópe ogûapyka, osó kunumĩ","Nde pópe nde pópe, kunumĩ gûabo"
Por que bates em mim?,Marãpe xe ri erepûá?,Marãpe nde rekóû?
Que afaste nossa maldade,Îandé aíba t'oîpe'a,T'oîkuab îandé angaîpaba
Não se compadeceu Deus de alguém por causa dos que descenderiam ?,N'osaûsubaripe Tupã amõ abá îeapykaba'erama resé?,Nd'e'ikatuîpe Tupã abá resé o emonã suí serekóû?
Mato gente,Aporoîuká,Asó abá
Que é a morte?,Mba'epe te'õ?,Mba'epe te'õ?
"Eu sou um mísero índio, de fato",Xe abá-aîbĩ anhẽ,Xe nhe'ẽ gûixóbo
Dou de beber às pessoas,Apore'ym,Aîpotarĩ
"a sem-filhos, a fêmea estéril",membyre'yma,gûyrá-yrá
Que pareçam juntar-se como um só,T'oîese'ar-y berame'ĩ oîepekaturamo,T'oîoîoîoîa'o oîoîoîoîoa'o
Oprime-nos o coração,Oré py'a-pyk,Îandé 'anga
Muitíssimas coisas más eles acharão,Mba'e-memûãngatupabẽ resé i îekosubyne,Mba'e-katu-katu-katu aîpó i xuí
Aparei-o,Asembe'y-kytĩ,Aîapyk
Como se eu dissesse,Xe 'é îasûaramo n'aé,Xe nhe'enga rupi
"Ficou saltando, reconhecendo imediatamente Jesus, seu senhorzinho","Opor-oporĩ, Îesu o îarĩ kuapa aûnhenhẽ","Oîoîoîoîaby, Îesus o îara îukábo"
Eis que eu sou homem,Xe abá niã ixé,Kó xe abá
"Ave Maria, a que está cheia de graça","Ave Maria, graça resé tynysemba'e",Aîpó Maria nhemongara suí nhote
Segui pelo mar 'Y rupi agûatá - Andei pelo rio,Paranã rupi agûatá,Y rupi aîatá - Y ybyrype
Esse nome é o que me convém,Aîpó tera xe arõana,A'e rekó xe rekóû
"meu pai, o que me gerou",xe ruba xe monhangara,xe ruba
A mãe de Deus está sabendo todas as coisas,Tupã sy opabenhẽ mba'e oîkuab oîkóbo,Tupã syba'e oîepe'ymba'e
o cauim que é preparado para meu recebimento,kaûĩ xe renotara,kaûĩ xe rapixara pupé
Fica aumentando sua bondade,I angaturama nhẽ oîrumõ-rumõ,O angaîpaba rekóû
Ouve,Esendu,Aîuká
A mim também o flechado Bastião derrotou-me Não existe mais minha antiga bravura,Xe abé iî ybõmbyrûera Bastião xe moaûîé N'i tybi xe abaetepûera,Xe îepé îepé îepé Bastião xe ra'u-pukuî n'ikatuî xe ra'u-pukuî
Eu seco,Xe rypab,Xe aîuká
Tu tiveste excitação com teu amante?,-Nde regûyrõpe nde agûasá resé?,Nde rorype nde rapixara resé?
Contigo sempre estou,Nde resé memẽ oroîkó,Aîepé amõ aîepé
Vem para espantar o diabo,Îori anhanga mondyîa,Eîori Anhanga suí
Estamos nos ferros ao pescoço um do outro,Oîoapyri oroîkó itá resé,Îaîuká îabé îabé îabé
"São muito molestos, certamente, os tropeços de nossa caminhada",Iîabaíbeté nhẽ rakó asé atá mysakanga,I angaîpabeté-katu îandé retama
"Ambas as minhas coxas tremem, endurecendo","Opá xe uba îesyî, oîemoatãmo","Opá xe îuká gûyrá, gûyrá"
"Tu tens olhos concupiscentes, olhando para alguém?",Nde resá-poropotápe amõ resé ema'ẽmo?,Nde nhe'engaîpe nde nhe'enga abá resé?
