source,reference,translation
A'epe xe só îaramẽ,Como se eu fosse lá,"Aí, junto de mim, vamos"
Mboîa Pedro îaîxu'u,A cobra mordeu a Pedro,A morte de Pedro foi grande
"T'orogûerekó, setãme, nde pyri, tekopuku","Que tenhamos, em sua terra, junto de ti, a vida eterna","Havemos de nos encontrar, sempre, junto a ti, em busca de futuro"
Nd'e'i te'e opá abá angaîbaramo-ne,Por isso mesmo todos os homens emagrecerão,Por isso mesmo todos os homens são maus
Ene'ĩ t'asóne!,"Eia, que eu vá!","Eia, hei de ir!"
Erimba'epe aîpó nde 'îaba ereîmopóne?,Quando cumprirás isso que dizes?,Acreditas nesses teus filhos?
Aîeruré aoba resé Pedro supé,Peço a Pedro por roupa,Levei-o para Pedro com o controlo do mundo
Xe pé-bur,Eu tenho casca erguida,Eu tenho o pé esfolado
Mba'e-mirĩ resé aîpó o'îabo,Dizendo isso por pequenas coisas,Aquele disse sobre as coisas más
Okûabépe irã so'o?,Escaparão futuramente os animais quadrúpedes?,"Acreditou alguém, então?"
T'onhemonhang nde remimotara,Faça-se tua vontade,Que faça o que tu tens de comer
Na xe rosangi,Eu não tenho resistência,Eu não tenho palavras boas
"Xe mopyatã îepé, t'apu'am muru resé, aûîérama i moaûîébo","Faze-me tu valente, para que eu me oponha ao maldito, para sempre vencendo-o","Leva-me, que eu percasse os malditos, fazendo-os ir atrás de mim"
itá repoti,escória do ferro,a ponta da pedra
Okuî rakó amũme ybarambûera o 'yba suí ybotyramo oîkóbo bé,"Caem, às vezes, os frutos das suas árvores, sendo ainda flores","Caem, às vezes, os frutos de suas árvores, sendo ainda frutos"
Mobype a'e Tupã?,Quantos são esses deuses?,Por onde é que Deus?
Gûaîxará t'osó tatápe,Que vá Guaixará para o fogo,Hei de ir o Guaixará para o fogo
Îuky-karaíba oîmondeb nde îurupe ta se'ẽngatu Tupã nhe'enga i xupé,Sal bento pôs na tua boca para que seja muito saborosa a palavra de Deus a ela,O rio emergi em tuas mãos para que queira muito a palavra de Deus para ele
Aî'apurupã,Dou-lhe pancadas na cabeça,Fiquei-o a comer
Tekokatu angagûara Tupã sy-angaturama,A que cuida da virtude é a mãe de Deus bondosa,O que tem a virtude da virtude é a mãe muito bondosa de Deus
"Anhemombe'u ndebe, pa'i abaré setá nhẽ xe angaîpagûera resé","Confesso-me a ti, senhor padre, por causa do meu pecar muitas vezes","Lembrai-te, o senhor chefe, de que a carne do padre está por causa de minhas aflições"
T'a'u pá Îakaregûasu pepyra!,Hei de comer todo o banquete de Jacaré-guaçu!,Hei de comer todos os panameus!
Arokakar xe rekobé-etérama re'ĩ,Hei de me aproximar de minha futura e verdadeira vida,Creio em meus antigos pecados
I kuakubypyre'yma i nhyrõngatu i xupé,Os que não são escondidos perdoa bem a eles,Sendo muito tímido ele foi belo para ele
"Xe pó gûyrype arekó kunumĩgûasu-angaîpaba, tunhãba'e-kakuaba","Sob minhas mãos tenho os moços pecadores, os velhos crescidos","Dentro de minha casa estou apanhando moças muito bonitas, meninas muito bonitas"
"Tó, inã îepé ra'e!","Oh, então assim é, na verdade!","Oh, mesmo assim!"
Eîmombe'u-katu Tupã ra'yramo nde rekó orébe,Confessa bem a nós que tu és o filho de Deus,Lembra-te bem de que Deus te guarde
Yby abé a'ereme oryryîane,"Tremendo, então, a terra também",O chão também está afastado
"Okuî rakó amũme 'ybarambûera o 'yba suí 'ybotyramo oîkóbo bé, amõ rakó ogûakyra pupé i kuî, amõ rakó ogûaîub'iré i kuî","Caem às vezes os frutos de suas árvores, sendo ainda flores, outras vezes em seu estado verde, outras vezes após amadurecerem caem","Caem às vezes os frutos de suas árvores, sendo ainda flores, outras vezes em seu solo, outras vezes depois de caírem"
mbo'yrysy,cordão de contas,"o que está no meio, o que está no meio"
Okeretápe se'õmbûera?,Dormiu demais seu cadáver?,Descobriu-se sua morte?
Osobá-syb aó-tinga pupé,Limpou seu rosto com um pano branco,Fazendo-os caírem em água escura
To'o suí mirra moroesé se'õagûama mombegûaba,A mirra de polpa era o anúncio de sua futura morte pela gente,O crocodilo que sai de água queimando sua morte
y-syryka,água corrente,rio de água
Kûarasy oporomo'y'useîeté,O sol faz as pessoas terem muita sede,O solteiro salvau-se muito
Oroîopynekûab,Desencontramo-nos,Amo-nos uns aos outros
O emitymbûerypy pupé Tupã potá-me'engano,Dar também o quinhão de Deus naquilo que plantou primeiro,Conhecendo-se bem com seu verdadeiro nome Deus
"Nd'ei te'e, o py'a pupé oîemongetá-ngetábo, Tupã momburukatûabo","Por isso mesmo é que, em seus corações ficando a refletir, desafiam muito a Deus","Por isso mesmo, dentro de seu próprio pescoço fazendo-se afligir, fazendo transgredir a vontade de Deus"
"A'epe kunhãmuku repenhana, i potasápe","Ali atacando as moças, por desejá-las","Aquele reunindo as moças, enchendo-as"
T'i rekó-katu îandébe,"Tratemo-los bem, junto de nós",Que aconteça bem para nós
kunhataĩ-a'uba,rapariga,casa de meninas
Aroŷrõ xe rekopûera,Detesto minha lei antiga,Aproximei meus antigos costumes
Nd'a'é te'e nde ratãngatu resé gûiîekoka,Por isso mesmo em tua grande força apóio-me,Por isso mesmo tu te alegrarás com teu grande ídolo
Tupã reroîypa ybaka suí,Fazendo Deus descer consigo do céu,Vergonha de Deus do céu
"Xe moaîu-marangatu, xe moŷrõ-etekatûabo, aîpó tekó-pysasu","Importuna-me bem, irritando-me muitíssimo, aquela lei nova","Aquecendo-me-ão muito, aflindo-me-ão muito, aquela lei escura"
Sekoaba'e kûé kunhã oré akanga i apiti,O que é comum é aquela mulher esmagar nossas cabeças,O que diz esse mulher a nossa cabeça é que ele apanha
Pe îuká xe îara,Meu senhor vos mata,Vós matais meu senhor
Anhemba'e-nhang,Encaixotei-me as coisas,Fiquei-o murrando
Paranãgûasu rasapa aîu,"Vim, atravessando o oceano",Arranquei o coral para o coral
Xe îurubok,Eu estou fendido,Eu tenho o pescoço
"Putunusu porarábo, oroîkotebẽngatu","Suportando a grande noite, estamos muito aflitos","Conhecendo verdadeiramente a virtude, ficamos confiantes"
Eîotĩ nde kesaba xe porupi,Amarra tua rede de dormir ao lado de mim,Vem para ajudar-me com tuas mãos
Anhatimã-timanĩ,"Fico girando em círculos, fico rodeando",Fi-lo bem
"nde rapixara ku'a îubana, nde poropotá-pokyramamo","abraçando a cintura de teu companheiro, estimulando teu desejo sensual","o que mata teu próximo, o que te mata muito"
Xe resá pupé-katu asepîak nde i mimagûera,Bem com os meus olhos vi que tu as escondeste,Nessa minha casa tenho-te confessar o que tu fizeste
"Ixé sesé gûiporandupa, xe roka suí aîu","Eu, dele perguntando, vim da minha casa","Por causa de mim, eu fui de minha casa"
Oîpysó ybyraîoasaba 'arybo,Estiraram-no sobre a cruz,Encheu-se com os que estavam no céu
Ikoba'e resé tekoara oîaby-eté tekó,Os que vivem para isso transgridem muito a lei,A morte por causa de seu parto queima-se verdadeiramente
Oré raûsubá îepé oré rekobé pukuî,Tem tu compaixão de nós durante nossa vida,Para nos alegrar a si mesmo que estamos juntos
yekûabusu,riacho,"o que é bom, o que é mau"
Aîmongûy-pab,Gastei-o totalmente,Fiquei-o a colar
Ekûãî îá reru,Vai para trazer um pouco dela,Vem de novo
I îukapyrûere'yma,O que não foi morto,Não querendo o matar
Eîotĩ nde kesaba xe porupi,Amarra tua rede de dormir ao longo de mim,Vem para ajudar-me com tuas mãos
pirûera,"pele esfolada, fora da carne","o que é morto, o que é morto"
Nd'e'i ipó xe re'õnama ranhẽ re'a,Minha morte não há de ser ainda,Por isso mesmo minhas presas estão
Xe îurubó-bok,Eu estou fendido em diversas partes,Eu tenho o pescoço
Atyabor,Estou na penúria,Acalmo-o
Xe aó-mondé-matueté,Eu estou ricamente vestido de roupas,Eu tenho a maldade de me batizar
Aîpó e'i nhote i xupéne konipó abaré supé i mombe'uû i akakapagûama reséne,Isso dirá somente a ele ou contará ao padre para que o repreenda,"Isso é só para ele, como de costume, para o padre, confessando-o em seu ato"
Pedro aé emonã xe moingó-ukar,O próprio Pedro mandou-me fazer proceder assim,Pedro também fez-me ficar ali
Tupana kuapa,conhecendo a Deus,Amando o fogo de Deus
Xe sym,Eu estou liso,Meu filho
"Moropotara semipokuabe'yma, arũaíba, tekó-poxy anga Îandé Îara îandé 'angyme îandé ogûar'iré ybŷá potara oîmoaruab","O desejo sensual tornado costumeiro, a janotice, o vício, isso Nosso Senhor, após o recebermos nós em nossa alma, impede de se querer","O que não tem a vida verdadeira, o que tem a morte, não tem a vida verdadeira, o que é nossa Senhora-Ama nossa """" vida """" depois de nos encontrarmos, aterra os pecados"
O irũ n'oîamotari,A seus próprios companheiros não querem bem,Não queimar sua ida
Iesu toryberekoara,"Jesus, guardião da alegria",O que venera Jesus
Xe akymaíb,Eu estou úmido,Eu estou desanimado
Ybyrá angapeẽamẽ,Madeira é o que falta,O crocodilo está sempre
Abá nhe'engûerape aîpó?,Palavras de quem são aquelas?,Quem disse isso?
O emimomoxypûera o mũetéramo sekó kuakupa,Escondendo ser sua parente verdadeira a que ele perverteu,Os que se confessam como verdadeiros a si mesmos se confessam
Aîybõ-mbá,Flechei-os todos,Fiquei-o a colar
Oú tubixá-katu mamõ suí nde reká,Veio um grande chefe de longe para te procurar,Veio para ver de alguma parte tua lei
y-mombîasaba,"instrumento de desvio de água, sangradouro",rio de água
Turagûera moetesabamo kó 'ara îamoeté,"Como modo de honrar sua vinda, este dia honramos","Como forma de honrar os que foram mortos, honramos este dia"
Eîmoîar ybyraîoasaba resé,Prega-o na cruz,Afastei-o com seu preguiçoso
Turusu-pyryb,É algum tanto grande,O tuçu é um peixe grande
abaré nhe'ẽnhe'enga renduba,ouvir o sermão do padre,o que diz o padre
"O 'anga renõîndara abé o îuraragûaîamo nhẽ, marãpe?","E mentindo também aquele que invoca sua alma, que acontece?","Quando sua alma é cortada ou quando ela é cortada, como é isso?"
"Saraûaîa rur'iré, îamombá taba îandune","Após vir Sarauaia, destruiremos a aldeia, como de costume","Depois de passar o sarau, matamos as aldeias"
T'oîporeaûsuberekó îudeus,Que se compadeçam dele os judeus,Que nos alegramos os judeus
Aîporará temõ Tupã resé mba'easy katupabẽ mã!,"Ah, oxalá eu sofresse por Deus muitíssimos infortúnios!","Ah, quem me dera viver com as coisas más de Deus!"
"I porang kó tupãoka, îegûakabetá rerupa!","É bonita esta igreja, tendo muitos adornos!","São bons estes os tupopocas, querendo fazer valer a virtude dele!"
Itaîuba repyramo aîme'eng,Dei-o a troco de dinheiro,Fiquei-o a ir em busca de virtude
"Nde remimimbûera, anhẽ, umãmepe nde mondá?","O que tu escondeste, na verdade, onde tu roubaste?","Tu, porventura, antes de te matares?"
-Marãpe ereîkó kaûĩ suí esabeypó? Ereîkomemûãpe a'ereme?,"Como ages embriagando-te de cauim? Fazes o que não deves, então?",Por que estás afastando-te do cauim? Por que afastaste-te aí?
Sakã resé i îepokoki,Ela embarrou nos seus ramos,Fazendo-o ficar com o saco
ka'a-pa'ũ,"ilha de mato em meio a um descampado, CAPÃO",carne de caça
"Îori, esenõî angá kûeîbo nde remimoaûîé","Vem, nomeia os que tu derrotas por aí","Vem, dize qualquer coisa antes de te matares"
T'i îerobîar apó abá ri,Confiemos nesses homens,Que entremos nesses homens
Eresepy-mondykype marãtekó repyramo?,Fizeste chegar o pagamento como retribuição de um trabalho?,"Aproximaste-te de alguma coisa, que acontecerá?"
tobá pinima,sardas do rosto,"o que é bom, o mau"
xe ra'ysé,os parentes de minha mulher,meu filho
Oîepé xe pysá pora,Um só é o conteúdo de minha rede,"Enfim, estão em meu coração"
Onhemoangaîpabeté serã apŷaba o îeapyká-eté roîré?,Porventura fizeram-se muito maus os homens após se multiplicarem?,Ficam aflitos os índios antes de se casarem verdadeiramente?
Eresabeyporype kaûĩ suí 'ara mokanhema?,"Ficaste bêbado de cauim, perdendo o juízo?",Tiveste medo de derrubar o dia do cauim?
Té ahẽ serasóbo ko'yté,Finalmente ele a levou,"Eis que, de fato, iremos para longe"
Akûeîme apytá memẽ nde pyri,Antigamente eu ficava sempre junto de ti,Quase todos os peixes estão junto de ti
Mokõînhõ kó taba pupé sekóû,Poucos moram nesta aldeia,Pouco tempo esteva aqui dentro da aldeia
Oroîurusu,Viemos muitos,Nós nos enforcamos
Osó xe renondé,Foi à frente de mim,Vem para mim
umã suí?,de onde? donde?,de onde? de onde?
Oîkuapá-me'eng umûãpe Îudas Îandé Îara îudeus supé erimba'e?,Já tinha dado Judas aos judeus o meio de reconhecer Nosso Senhor?,"Enfim, foi ele o que fez Juan Juan nosso Senhor aos judeus?"
Aîmboyî,Acalentei-a,Fiquei-o a comer
nhandu'i-kesaba,teia de aranha,"o que é bom, o que é mau"
Oîoybari orogûar,Tomamo-lo de ombro a ombro,Separam-se uns com os outros
Xe amandab,Eu sou redondo,Eu sou desordenado
Kó tabygûara xe pó gûyrybo sekóû,Estes habitantes da aldeia sob minhas mãos estavam,Esta aldeia estava junto da minha terra
Aopyranga îu abé ogûerur,Vinha com púrpura e espinhos,O pão também foi morto
O îoybyri aîmoín,Prendi-os um ao lado do outro,Coloquei-o no chão
ikatupe nde moĩndara,o que te põe a nu,em todas tuas coisas te matará
Ara i 'aragûera pîasaba pupé tatá i apyrasabapé 'îaba îaîmondyk,"No dia de guarda do nascimento dele, acendemos a fogueira chamada ""caminho do salto""","Ao longo do dia em que ele se comete, o fogo faz acabar o dia em que ele se comete"
i apytera,o miolo dele,o que é cortado
T'oú oré moorypa,Que venha para nos fazer felizes,Que venha para nos alegrar
Marã e'îara,As que dizem coisas más,O que é mau
Asy-syî,Fiquei estremecendo,Fiquei-o a ferir
Abá angaîpá-nhemima i kuapare'yma supé mombegûabo,Contando os pecados escondidos de alguém para quem não os conhece,"Fazendo um homem que não o comete, querendo que ele se comete"
Aîapó minga'u,Faço mingau,Aquele mingaú
"""Osó ipó re'a"" a'é",Presumo que ele deve ter ido,Ele disse:
"A'ereme karaibebé ruri, te'õmbûera renõîa, mimbygûasu pŷabo","Então os anjos virão, chamando os mortos, tocando trombetas","Depois disso, passarão os anjos, reunindo-se uns com os outros, reunindo-se todos"
y-katu,"águas tranquilas, bonança",rio de água
I pytũ-pytun 'ara,O dia está muito escuro,Ele é muito grande e grande
Turusueté - Ele é maior I porangeté,Ele é mais bonito,Ele é grande É grande
Nyn-nyng a'é,Estou a latejar,Ele é muito grande
Kó nhõ anosẽ îepé moxy suí,"Na verdade, somente estas retirei dos malditos","Eis que, de fato, vamos para longe dos malditos"
Oîopobaî aîar,Tomei-o com ambas as mãos,"Enfim, comei-o"
A'ereme îasytatá o apakuîamo,Então as estrelas cairão completamente,"Depois disso, os anjos alegram-se"
Osekyî kunhã maîé Karûara,Invocam as mulheres o pajé Caruara,Virou uma mulher homem Karûara
I abaí xebo sa'anga,É difícil para mim tentá-los,É muito mau para mim o peixe
seremirekoe'õba'e,"o que é viúvo, o viúvo","o que é mau, o que é mau"
Xe pungá,Eu estou inchado,Eu sou grande
anhẽ ruãp'anhẽ,"mas, de verdade","de fato, de fato"
Abá rokype erekûá?,Na casa de quem passaste?,Na casa de alguém estás?
Aîkó,"Eis-me aqui, eis que aqui estou",Estou
Tera'ute oú,"Ah, se viesse!",A noite está acabada
Xe resaraîpotar,Eu sou esquecidiço,Eu tenho novos amigos
"Pe ramỹîa pabẽ rakó îase'o rerekóû, îemoingeabo","Vossos avós todos com pranto estavam, recolhendo-se","Vós sois todos os que são mortos, fazendo-os sofrer"
ikó-te,este outro,aqui mesmo
Abápe aîpoba'e oîaby?,Quem aquele transgride?,Quem é aquele que a mata?
"Asé aîpó i me'engymbyra supé ""Tupã potaba"" i 'éû?","A gente diz ""quinhão de Deus"" para aquilo que é dado?","A gente diz assim para os que o alimentam, dizendo ""Que Deus é?"""
Te'yîpe memẽ nhẽ ixé aporombo'e,Sempre eu ensinei publicamente as pessoas,"Queimar-vos-ão, certamente, meus pecados"
Tupã-eté rerobîara îaîporaká xe ybỹîa,A crença no Deus verdadeiro encheu meu interior,O que tem a vontade de Deus-etele enche os meus corações
Aîopoî ahẽ so'o pupé,Reparti com ele a carne,Aproximei-me da vida deles
O îoasykûera ri îasûaramo i îogûerekóû,Eles se tratam uns aos outros como semelhantes por causa de sua irmandade,"Como exemplo de sua morte, guardando-o"
Aîkó-angaîpab,Ajo velhacamente,Fiquei-me afligindo
A'e ipó oîmoarybé-ukar xe suí,"Ele, certamente, faz tirar-lhe o efeito de mim","Ele, certamente, retira-se de mim"
-Oîerokype asé Cruz supé? -Oîeroky -A gente se inclina junto à cruz?,Inclina-se,-A gente inclina-se junto à cruz?
Tieté kó angaîpaba maniîabo mã! Tieté kó ahẽ maniîabomã!,"Ah, que mau é o pecado! Que mau que é fulano!",Ah! Ah! Ah! Ah! Ah! Ah! Ah!
Asó xe ruba rapépe,Vou ao caminho de meu pai,Vou para casar-me com meu pai
Xe ate'ẽ,Manquejo,Eu estou aflito
"Ereîkuakupe nde angaîpaba amõ abaré suí, senotĩamo nhẽ?","Escondeste algum pecado teu do padre, envergonhando-te dele?","Fizeste alguma maldade de teu filho, sendo honesto?"
Osapirõ-n'asé og uba o sy kanhemagûera,Há de prantear a gente o desaparecimento de seu pai e de sua mãe,Não querendo matar seu pai por causa de sua mãe
Na xe raûsupeî,Não por me amar,Não me ama
abá-tekokuabe'ymusu,"homem parvoeirão, ignorantão",homem malvado
"Ogûerasó amõ okusupe seroîkŷabo, a'epe maranaritekoaratã reŷnhanga sesé","Levaram-no para um certo palácio, fazendo-o entrar, reunindo soldados fortes ali por sua causa","Ao longo de alguns dias foi ele, então, com efeito, um maranaritará"
aani xûé ko'yténe,nunca mais,"antes disso, antes disso"
Nd'e'ikatu angáî-tepe asé abá rekó-nhemima mombegûabo?,"Mas não pode a gente, de modo nenhum, contar o procedimento oculto de alguém?","Não pode a gente, de costume, confessar as palavras de alguém?"
Santa Maria o membyrá-kakara omo'ã-mo'ang,Santa Maria está pensando na aproximação de seu parto,"A Santa Maria, a que dá vida a si, dá vida a si"
pó-ky'a,fibras sujas,"o que tem água, o que está na água"
Mamõ serã xe sóûne?,Para onde será que eu irei?,Alguma vez foi por mim?
Eîmoting nde rekopûera!,Enjoa-te de teu velho modo de ser!,Acredite no teu nome!
Xe rekombegûé,Eu sou molengão,"Eu sou grande, eu sou grande"
Xe pópe arekó-katu,Em minhas mãos bem os tenho,Em minhas mãos estou muito forte
Xe ro'o-piring,Tenho a carne arrepiada,Eu tenho as orelhas cortadas
nhemosaraîxûera,"gozador, brincalhão, zombeteiro",o que foi morto
Apŷaba eresepenhãne,Os índios atacarás,Os índios estavam aflitos
metarapûá,pedra de beiço pontuda,na ponta da ponta
"I xupé ogûeru îetanongabamo itaîuba, ysykatã syapûãba'e, mirra","Para ele trouxeram, como oferendas, ouro, resina dura que recende e mirra","Para ele eles foram como primos a poção da pedra, o fruto da canoa, o fruto da mata"
"Nde morerekoar xe ri, nde pó gûyrype xe nonga","Sê tu guardião de mim, sob tuas mãos colocando-me","Tu te alegras por mim, ao vires a tua mão"
Tamũîa omombab erimba'e,Destruiu outrora os tamoios,O que foi morto foi outro
"Anhandu beémo erimba'e angûama mã, pe 'erama purûabo!","Ah, se eu tivesse percebido outrora isso, praticando o que dizíeis!","Ah, quem me dera ver o que ele disse, perseguindo vossos pecados!"
O mba'e-katupabẽ îarama,Futuro senhor de suas muitíssimas riquezas,O que tem coisas boas
N'oîeruré-pytubari Tupã supé ogûenosemarûera resé,Não se cansam de pedir a Deus pelos que os resgataram,Não se afligem por causa de um ato de Deus
Aîmomara'ar,Faço-o doente,Fiquei-o a comer
"A'epe o mena koîpó o emirekó mũetéramo sekó mombe'ue'yma, marã?","E não confessando ser parente, de fato, de seu marido ou de sua esposa, que acontece?","E seu marido assim como ele o faz, sem causa alguma, não querendo fazê-lo?"
Na xe poropoûsubi,Eu não sou medroso,Não me ameazaram
"Serapûan kó mosakara, i kaûĩgûasuba'e","São famosos esses moçacaras, que são uns beberrões","São muitos estes moçacaras, os que têm cauim"
O tupãnamo ta xe rerekó,Que me tratem como a seu próprio deus,"Sendo verdadeiros os seus pecados, não há mais eu"
Tenhẽngatupabẽ osykyî i xupé,Muitíssimas lorotas invocaram contra ele,Despertou-se muito para eles
"Peîori, perasó muru, supi îandé ratápe sapeka, i monga'ẽmo","Vinde, levai os malditos, erguendo-os para sapecá-los em nosso fogo, moqueando-os","Vinde, levai os malditos, levando-os em nosso fogo, matando-os"
okarype,"fora, na rua","no meio, no meio"
"oporomoaîu oîkóbo, oporomotekokuabe'yma","Está molestando as pessoas, fazendo-as cair em erro","querendo que ele esteja, querendo que não se magroe"
"Oú tenhẽ xe pe'abo ""abaré"" 'îaba","Vêm em vão para me afastar os ditos ""padres""","Irão, de fato, para ver-me o nome de ""parente"""
"Nde pópe ogûapyka, osó kunumĩ","Em tuas mãos sentando-se, vai o menino","Em tuas mãos apanhando-se, vai um menino"
Marãpe xe ri erepûá?,Por que bates em mim?,Que disseste para mim?
Îandé aíba t'oîpe'a,Que afaste nossa maldade,Que sejamos corajosos em nosso caminho
N'osaûsubaripe Tupã amõ abá îeapykaba'erama resé?,Não se compadeceu Deus de alguém por causa dos que descenderiam ?,Não alegra Deus alguma coisa com as boas palavras de alguém?
Aporoîuká,Mato gente,Fiquei-o a comer
Mba'epe te'õ?,Que é a morte?,Que é a morte?
Xe abá-aîbĩ anhẽ,"Eu sou um mísero índio, de fato",Eu sou feio
Apore'ym,Dou de beber às pessoas,Aproximei-o
membyre'yma,"a sem-filhos, a fêmea estéril",o que não mora
T'oîese'ar-y berame'ĩ oîepekaturamo,Que pareçam juntar-se como um só,Que se satisfaçam os malditos para que se satisfazem
Oré py'a-pyk,Oprime-nos o coração,Nós estamos apressados
Mba'e-memûãngatupabẽ resé i îekosubyne,Muitíssimas coisas más eles acharão,Fazendo-o entrar em coisas falsas
Asembe'y-kytĩ,Aparei-o,Fiquei-o a ferir
Xe 'é îasûaramo n'aé,Como se eu dissesse,Mas não eu
"Opor-oporĩ, Îesu o îarĩ kuapa aûnhenhẽ","Ficou saltando, reconhecendo imediatamente Jesus, seu senhorzinho","Enfim, Jesus comeu seus próprios fogos primeiro"
Xe abá niã ixé,Eis que eu sou homem,Eu sou homem assim
"Ave Maria, graça resé tynysemba'e","Ave Maria, a que está cheia de graça","Ave Maria, a que dá graça"
Paranã rupi agûatá,Segui pelo mar 'Y rupi agûatá - Andei pelo rio,Seguindo o rumbo do mar
Aîpó tera xe arõana,Esse nome é o que me convém,Esse mundo é o lugar em que eu vivo
xe ruba xe monhangara,"meu pai, o que me gerou",meu pai meu criador
Tupã sy opabenhẽ mba'e oîkuab oîkóbo,A mãe de Deus está sabendo todas as coisas,A mãe de Deus todas as coisas matando
kaûĩ xe renotara,o cauim que é preparado para meu recebimento,cauim é meu alimento
I angaturama nhẽ oîrumõ-rumõ,Fica aumentando sua bondade,Os que são bons são muito maus
Esendu,Ouve,Vem
Xe abé iî ybõmbyrûera Bastião xe moaûîé N'i tybi xe abaetepûera,A mim também o flechado Bastião derrotou-me Não existe mais minha antiga bravura,A mim também Bastião fez passar comigo
Xe rypab,Eu seco,Eu estou deprimido
-Nde regûyrõpe nde agûasá resé?,Tu tiveste excitação com teu amante?,Tu te afligiste por causa de tua maldade?
Nde resé memẽ oroîkó,Contigo sempre estou,Estamos juntos por tua causa
Îori anhanga mondyîa,Vem para espantar o diabo,Vem para espantar o diabo
Oîoapyri oroîkó itá resé,Estamos nos ferros ao pescoço um do outro,Sede aflito por causa da pedra
Iîabaíbeté nhẽ rakó asé atá mysakanga,"São muito molestos, certamente, os tropeços de nossa caminhada","São muito maus, certamente, os gestos de nossa alma"
"Opá xe uba îesyî, oîemoatãmo","Ambas as minhas coxas tremem, endurecendo","Todo meu corpo esmoreça, esforzando-se"
Nde resá-poropotápe amõ resé ema'ẽmo?,"Tu tens olhos concupiscentes, olhando para alguém?",Tu te preocupaste com alguma coisa?
Pytunusupe émo i xóûmo,Para uma grande escuridão é que iriam,Por acaso é que ele foi
A'e ipó Tupã n'omoangaturami,"Esses, na verdade, não honram a Deus","Assim, Deus não é mau"
Asó nhẽ,Vou por ir,Vou de novo
"kûesé-té'ĩ, kûesé-té'ĩ-mbyryb, kûesé-té'ĩbé, kûesé-bé'ĩ, kûesé-pyryb","há bem pouco tempo, agora há pouco, agorinha mesmo","três dias, três dias, três dias, três dias"
Tupã oîmonhyrõ o îoupé setá nhẽ seîxutatá tekoangaîpaba repy-mondykápe,"Fazem aplacar a Deus a si mesmos, ao eliminarem a dívida dos pecados de muitos anos",O próprio Deus perdoa a si mesmo para que não se satisfagan os pecados dos seres vivos
Anhopan,Aparei-o,Faço-o ir
nhũasyma,campo limpo,"o que não mora, o que mora"
Sugûy turusu,Seu sangue era muito,"É grande, pois, a escuridão"
momorandupara,"o que informa, o que avisa",o que é morto
"I aysó, nipó, îasy, og obagûasu reru","É formosa, certamente, a lua, vindo com sua grande face","Eles são, de fato, poderosos, por sua própria morte"
Aporokuaukar,Delato gente,Aproximei-o
"Nama'eruã oîmonhang asé 'angamo, o nhe'enga pupé é i monhangi","Do nada fez nossa alma, com sua palavra é que ele a fez","Fazendo as pessoas viver como suas almas, fazendo-as viver com suas palavras"
"Aûîé! Anhe'eng, Saraûaî!","Basta! Falo eu, Sarauaia!","Aié! Eia, Sarauai!"
Eîmondeb itangapema surupe,Põe a espada na bainha dela,Coloca-te na boca de tua alma
Mba'epoxy koty onhe'engaíbamo,Dizendo palavras más acerca de coisas nojentas,Afastando-se das coisas más
